16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	57810	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	31920	3
18	42730	4
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	42790	3
20	0	3
20	0	3
20	0	3
20	39810	3
21	0	6
21	62290	6
1	28450	1
2	60460	1
3	41890	1
4	19570	3
5	66010	1
6	35530	2
7	29180	3
8	53830	1
9	43860	2
10	51520	3
11	43920	2
12	55590	2
13	0	4
13	43180	2
14	55640	3
15	0	4
9	31170	3
10	35750	5
11	43750	2
12	56730	2
13	42720	2
14	55640	3
15	47940	2
16	58910	3
17	45690	2
18	47420	4
19	36920	2
20	38940	5
21	0	8
21	0	8
21	0	8
21	65220	7
1	29030	1
2	61410	1
3	41890	1
4	19570	3
5	0	4
5	65520	1
6	35630	2
7	30610	3
8	53830	1
9	33880	3
10	0	6
10	56970	3
11	44260	2
12	0	4
12	37760	4
13	30830	3
14	52090	4
15	38550	3
16	60990	3
17	48490	2
18	42560	4
19	30710	3
20	38460	5
21	0	8
21	0	8
21	0	8
21	61280	8
1	29030	1
2	52600	2
3	41870	1
4	19940	3
5	66670	1
6	35620	2
7	21090	4
8	53830	1
9	24670	4
10	0	6
10	47570	4
11	44260	2
12	59300	1
13	42560	2
14	55640	3
15	44100	3
16	56130	3
17	49140	2
18	34950	5
19	32080	3
20	38910	5
21	0	8
21	57080	8
1	29030	1
2	52250	2
3	41880	1
4	19850	3
5	66670	1
6	24620	3
7	33160	3
8	53830	1
9	42000	2
10	0	5
10	0	6
10	0	5
10	0	6
10	46960	4
11	44260	2
12	55670	2
13	25480	4
14	55640	3
15	46070	2
16	52260	4
17	45720	2
18	37740	5
19	0	4
19	0	4
19	36140	2
20	60320	2
21	59390	8
1	29030	1
2	60460	1
3	41870	1
4	20190	3
5	66010	1
6	35620	2
7	29900	3
8	53830	1
9	43330	2
10	48370	4
11	41000	3
12	52540	2
13	21940	4
14	55640	3
15	49900	2
16	52510	4
17	51130	2
18	44470	4
19	31860	3
20	38620	5
21	71850	7
1	29030	1
2	61390	1
3	41870	1
4	19940	3
5	66010	1
6	35630	2
7	32130	3
8	53830	1
9	42660	2
10	43800	4
11	44260	2
12	59300	1
13	0	4
13	30360	3
14	55640	3
15	48440	2
16	59980	3
17	48340	2
18	41400	4
19	21420	4
20	43140	4
21	0	8
21	66570	7
1	29030	1
2	60460	1
3	41880	1
4	19580	3
5	66670	1
6	35630	2
7	25060	4
8	53830	1
9	43390	2
10	34920	5
11	43750	2
12	38980	4
13	32620	3
14	45640	4
15	0	4
15	38190	3
16	57500	3
17	46810	2
18	37760	5
19	0	4
19	39280	2
20	0	5
20	39100	5
21	0	8
21	59020	8
1	29030	1
2	52340	2
3	41870	1
4	19580	3
5	64990	1
6	35630	2
7	0	4
7	0	4
7	0	4
7	30590	3
8	53830	1
9	42670	2
10	43530	4
11	44260	2
12	59300	1
13	35730	3
14	65640	2
15	41120	3
16	56100	3
17	42830	3
18	46070	4
19	37180	2
20	0	5
20	57590	3
21	0	8
21	0	8
21	69240	7
1	28980	1
2	52220	2
3	41870	1
4	19940	3
5	64990	1
6	35630	2
7	31440	3
8	26670	4
9	42750	2
10	44340	4
11	43750	2
12	47270	3
13	27810	4
14	55640	3
15	39280	3
16	62910	3
17	49480	2
18	35640	5
19	36150	2
20	52010	3
21	0	8
21	69400	7
1	29030	1
2	60460	1
3	41870	1
4	20010	3
5	66010	1
6	35620	2
7	29900	3
8	53830	1
9	43460	2
10	53460	3
11	44260	2
12	61250	1
13	0	4
13	43980	2
14	55640	3
15	32010	4
16	57760	3
17	46440	2
18	42720	4
19	37570	2
20	44610	4
21	0	8
21	59480	8
1	29380	1
2	52520	2
3	41870	1
4	20010	3
5	53270	2
6	35620	2
7	23090	4
8	53830	1
9	33530	3
10	54350	3
11	44260	2
12	47070	3
13	32140	3
14	45640	4
15	48000	2
16	61160	3
17	40940	3
18	52710	3
19	37550	2
20	0	5
20	47810	4
21	0	8
21	0	8
21	0	8
21	64690	7
1	29830	1
2	60460	1
3	41890	1
4	20010	3
5	66010	1
6	35800	2
7	28470	3
8	53830	1
9	43270	2
10	55160	3
11	44260	2
12	55640	2
13	43510	2
14	55640	3
15	40660	3
16	57160	3
17	46080	2
18	53130	3
19	37850	2
20	0	5
20	50770	3
21	0	8
21	60330	8
1	29030	1
2	52180	2
3	41880	1
4	20100	3
5	52770	2
6	35630	2
7	29190	3
8	53830	1
9	43960	2
10	0	5
10	68010	2
11	44260	2
12	59300	1
13	30330	3
14	55640	3
15	48930	2
16	61920	3
17	46640	2
18	48900	4
19	36520	2
20	35300	5
21	0	8
21	58310	8
1	28980	1
2	60460	1
3	41870	1
4	28760	2
5	66010	1
6	35630	2
7	0	4
7	30470	3
8	53830	1
9	42670	2
10	52230	3
11	42490	3
12	39770	4
13	0	4
13	24560	4
14	55640	3
15	49300	2
16	62520	3
17	44260	2
18	37800	5
19	20080	4
20	0	5
20	46690	4
21	63980	7
1	29380	1
2	60460	1
3	41870	1
4	28760	2
5	62510	1
6	35620	2
7	21460	4
8	53830	1
9	43160	2
10	0	5
10	44430	4
11	43920	2
12	54420	2
13	34640	3
14	55640	3
15	0	4
15	33110	4
16	58720	3
17	52350	2
18	37760	5
19	0	4
19	36280	2
20	0	5
20	54550	3
21	58100	8
1	28980	1
2	60460	1
3	41870	1
4	19940	3
5	66010	1
6	35620	2
7	0	4
7	24170	4
8	53830	1
9	40750	2
10	34730	5
11	44260	2
12	59300	1
13	34620	3
14	55640	3
15	48120	2
16	58080	3
17	48490	2
18	37730	5
19	37040	2
20	58950	2
21	0	8
21	70750	7
1	28980	1
2	52340	2
3	41870	1
4	20180	3
5	0	4
5	68260	1
6	35790	2
7	0	4
7	24060	4
8	53830	1
1	0	4
2	0	4
2	0	4
2	0	4
2	0	4
2	47430	4
3	0	5
3	0	5
3	0	5
3	0	5
3	0	5
3	0	5
3	0	5
3	102600	4
4	0	4
4	49130	3
5	0	4
5	0	4
5	70590	2
6	50030	2
7	39500	3
8	0	3
8	0	3
8	58180	1
9	21780	4
10	33550	3
11	82430	4
12	0	6
12	0	6
12	0	6
12	0	6
12	48930	6
13	0	4
13	64720	3
14	42120	3
15	0	5
15	47340	5
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	49870	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	26850	3
18	0	4
18	0	4
18	47090	4
19	42570	2
20	35580	3
21	0	6
21	0	6
21	69460	6
2	0	4
2	47490	4
3	0	5
3	0	5
4	0	4
4	0	4
4	0	4
4	0	4
4	0	5
4	52440	2
5	80610	3
6	43130	3
7	29870	4
8	57490	1
9	0	4
9	0	4
9	29430	3
10	34370	3
11	0	4
11	0	4
11	0	4
11	92480	3
12	53400	4
13	78240	2
14	42970	3
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	39300	5
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	54260	3
17	32590	3
18	0	4
18	61380	2
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	42580	2
20	0	3
20	0	3
20	0	3
20	0	3
20	0	3
20	0	3
20	0	3
20	0	3
20	0	3
20	41140	3
21	0	6
21	0	6
21	0	6
21	64400	6
1	0	4
1	51750	4
2	0	4
2	0	4
2	0	4
2	46650	4
3	0	5
3	0	5
3	89860	5
4	45520	3
5	0	4
5	71190	4
6	49110	3
7	0	4
7	29890	4
8	0	3
8	0	3
8	0	3
8	51630	3
9	22930	4
10	0	3
10	29950	3
11	87660	3
12	0	6
12	0	6
12	50270	5
13	65790	3
14	33260	4
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	44690	4
16	54140	3
17	0	3
17	0	3
17	0	3
17	0	3
17	32880	3
18	0	4
18	0	4
18	0	4
18	0	4
18	0	4
18	0	4
18	0	4
18	0	4
18	45790	4
19	42570	2
20	0	3
20	0	3
20	39200	3
21	0	6
21	70100	6
1	0	4
1	50970	4
2	0	4
2	0	4
2	0	4
2	0	4
2	0	4
2	0	4
2	48720	4
3	90010	5
4	55310	2
5	58260	4
6	47630	2
7	0	4
7	41600	3
8	0	3
8	0	3
8	45450	3
9	0	4
9	29490	3
10	33600	3
11	0	4
11	90780	3
12	0	6
12	0	6
12	51230	4
13	66810	3
14	40560	3
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	0	6
16	0	3
16	0	3
16	0	3
16	0	3
16	0	4
16	58700	3
17	32590	3
18	41820	4
19	0	3
19	0	3
19	38300	3
20	35580	3
21	0	6
21	0	6
21	0	6
21	0	6
21	73550	5
1	0	4
1	48370	4
2	0	4
2	0	4
2	0	4
2	0	4
2	0	4
2	0	4
2	0	4
2	49510	4
3	93710	5
4	51790	2
5	77060	3
6	47260	2
7	55040	2
8	0	4
8	0	3
8	45180	3
9	0	4
9	20250	4
10	33480	3
11	0	5
11	92970	4
12	59890	3
13	67150	4
14	41570	3
1	28980	1
2	53440	2
3	41890	1
4	19940	3
5	0	4
5	63340	1
6	35630	2
7	39120	2
8	53830	1
9	41920	2
10	0	6
10	0	6
10	0	5
10	0	6
10	0	5
10	0	6
10	57080	3
11	44260	2
12	56010	2
13	25580	4
14	55640	3
15	48350	2
16	48660	5
17	45060	2
18	51720	3
19	36610	2
20	39250	5
21	0	8
21	0	8
21	0	8
21	58270	8
1	29030	1
2	52250	2
3	41880	1
4	20100	3
5	55040	2
6	35630	2
7	29460	3
8	53830	1
9	43280	2
10	45010	4
11	44260	2
12	39330	4
13	34950	3
14	45640	4
15	0	4
15	42500	4
16	56320	3
17	47010	2
18	37620	5
19	37890	2
20	47020	4
21	64220	7
1	49850	4
2	0	4
2	0	4
2	0	4
2	0	4
2	0	4
3	101500	4
4	51150	2
5	79370	4
6	56840	2
7	0	4
7	37990	4
8	0	4
8	0	3
8	47830	3
9	0	4
9	29420	3
10	32970	3
11	0	4
11	0	5
11	72400	3
12	54500	4
13	62990	3
14	32300	4
16	0	3
16	0	3
16	49400	3
17	34370	3
18	0	4
18	42160	4
19	0	3
19	0	3
19	0	3
19	0	3
19	40940	2
20	0	3
20	45240	2
21	0	6
21	68760	6
1	0	4
1	0	5
1	0	5
1	55580	3
2	0	4
2	46930	4
3	100600	4
4	51770	2
5	71300	4
6	48250	2
7	45050	3
8	50390	3
9	0	4
9	27050	3
10	32400	3
11	0	4
11	87570	3
12	57440	4
13	68850	3
14	32660	4
15	0	5
15	40180	5
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
17	33880	3
18	50990	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	40630	2
20	44860	2
21	0	6
21	0	6
21	0	6
21	0	6
21	0	6
21	63170	6
1	0	5
1	60900	3
2	46020	4
3	0	5
3	95100	4
4	55310	2
5	78590	4
6	64560	2
7	44510	3
8	0	3
8	56690	1
9	41640	1
10	0	3
10	34640	2
11	0	4
11	0	4
11	92480	4
12	46560	6
13	81730	3
14	33130	4
15	52870	4
16	0	3
16	0	3
16	0	3
16	0	4
16	60290	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	27150	3
18	0	4
18	0	4
18	0	4
18	0	4
18	42720	4
19	0	3
19	0	3
19	42570	2
20	0	3
20	0	3
20	0	3
20	0	3
20	36920	3
21	71900	6
1	0	4
1	0	4
1	0	4
1	0	4
1	50820	4
2	0	4
2	0	4
2	0	4
2	44830	4
3	0	5
3	0	5
3	107080	3
4	51140	2
5	86170	3
6	57270	2
7	34050	4
8	0	3
8	0	3
8	56550	1
9	41600	1
10	32400	3
11	0	4
11	86490	2
12	51530	5
13	78610	3
14	42640	3
15	0	5
15	40220	5
16	51740	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	26280	3
18	50990	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	0	3
19	31930	3
20	0	3
20	0	3
20	35580	3
21	0	6
21	0	6
21	66170	6
1	0	4
1	61070	3
2	46830	4
3	0	5
3	100650	4
3	99010	4
4	51070	2
5	73370	3
6	49240	2
7	43110	3
8	49710	2
9	23250	4
10	33880	3
11	85410	4
12	44290	6
13	75570	3
14	41840	3
15	0	5
15	0	5
15	32940	5
16	0	3
16	0	3
16	49110	3
17	0	3
17	28950	3
18	51870	3
19	42570	2
20	0	3
20	0	3
20	35580	3
21	77210	5
1	0	4
1	0	4
1	0	4
1	62130	2
2	54330	3
3	93300	4
4	43320	3
5	0	4
5	66120	3
6	48670	2
7	0	4
7	0	4
7	39720	3
8	0	4
8	0	3
8	0	3
8	0	3
8	46870	3
9	30010	3
10	41290	2
11	0	4
11	0	4
11	98320	4
12	43030	6
13	71920	3
14	34440	4
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	0	5
15	40040	5
16	60690	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	26060	3
18	0	4
18	0	4
18	0	5
18	48020	4
19	0	3
19	0	3
19	0	3
19	0	3
19	47890	2
20	0	3
20	45240	2
21	0	6
2	47090	4
3	93660	5
4	0	4
4	58310	2
5	81470	2
6	0	3
6	64880	2
7	43910	3
8	55010	1
9	21700	4
10	39330	2
11	0	5
11	0	5
11	0	5
11	97830	5
12	56810	4
13	72180	3
14	32670	5
15	0	5
15	0	5
15	0	5
15	0	5
15	37830	6
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	0	3
16	54400	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	0	3
17	26420	3
18	0	4
18	0	4
18	57660	3
19	0	3
19	33330	3
20	45260	2
21	0	6
21	0	6
21	76150	5
1	0	4
1	0	4
1	46830	4
2	50450	4
3	0	5
3	94980	4
4	35880	4
5	72720	3
6	47040	3
7	0	4
7	45340	3
8	47960	3
9	24510	4
10	39330	2
11	0	4
11	0	4
11	90440	4
12	54910	4
13	77680	3
14	43330	3
15	0	5
15	0	5
15	0	6
15	0	5
15	0	5
15	0	5
15	38420	5
16	0	3
16	0	3
16	54360	3
17	28400	3
18	55030	3
19	0	3
19	0	3
19	38430	2
20	44540	2
21	0	6
21	0	6
21	0	6
21	0	6
1	28290	1
2	52380	2
3	41890	1
4	20060	3
5	65530	1
6	26590	3
7	22040	4
8	53930	1
9	32240	3
10	37180	5
11	45060	2
12	61310	1
13	32250	3
14	45640	4
15	41940	3
16	58740	3
17	50060	2
18	0	5
18	46320	4
19	24250	4
20	40530	5
21	55650	8
